action,match_key,display_name,sources,status,remark
HOLD_LEGACY_NOT_IN_CURRENT,tsentrinnovatsionnykhtekhnologiiiinzhiniringa.,Tsentr Innovatsionnykh Tekhnologii i Inzhiniringa .,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,tskbmtルビン,TsKB MT ルビン,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,tsmrbank,TsMRBank,経産省;財務省,有効,制裁リスト（財務省：ロシア連邦(特定銀行)／経産省）
HOLD_LEGACY_NOT_IN_CURRENT,tsmrbankooo,TsMRBank OOO,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,tsst有限会社,TsST有限会社,外務省;経産省,有効,制裁リスト（経産省／外務省：ロシア連邦の特定団体への輸出等に係る禁止措置(外務省告示第61号)）
HOLD_LEGACY_NOT_IN_CURRENT,tstk,TsTK,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,tstkcheaz,TsTK CheAZ,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,tula,Tula,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,tulaarmsplant,Tula Arms Plant,経産省;財務省,有効,制裁リスト（財務省：ロシア連邦(団体(特定銀行を除く))／経産省）
HOLD_LEGACY_NOT_IN_CURRENT,tulaarsenal,Tula Arsenal,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,tulammo,Tulammo,OFAC;legacy;経産省;財務省,有効,制裁リスト（財務省：ロシア連邦(団体(特定銀行を除く))／経産省／OFAC：SDN／令和5年12月15日外為法）
HOLD_LEGACY_NOT_IN_CURRENT,"turaevskoemkb""soyuz",Turaevskoe MKB “Soyuz”,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,turboruszao,Turborus ZAO,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,tusur-electronicaresearchcompany,TUSUR-Electronica Research Company,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,tusur電子研究会社,TUSUR電子 研究会社,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,uabpella-fjord,UAB Pella-Fjord,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,uec-saturn支部a.リュリキ科学技術センタ-,UEC-Saturn支部Ａ.リュリキ 科学技術センター,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,uec-star,UEC-STAR,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,uec-umpo支部a.リュリキ試験設計局,UEC-UMPO支部Ａ． リュリキ試験設計局,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,uec-umpo支部リトカリノ機械製造工場,UEC-UMPO支部リトカリノ機械製造工場,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,ultranecllc,Ultran EC LLC,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,ultranekooo.,Ultran EK OOO.,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,ultranelectroniccomponentsllc,Ultran Electronic Components LLC,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,undokchemicalfactory,Undok Chemical Factory,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"unitedshipbuildingcorporation""pribalticshipbuildingfactoryyantar",United Shipbuilding Corporation “Pribaltic Shipbuilding Factory Yantar”,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"unitedshipbuildingcorporation""scientificresearchdesigntechnologicalbureauonega",United Shipbuilding Corporation “Scientific Research Design Technological Bureau Onega”,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"unitedshipbuildingcorporation""sredne-nevskyshipyard",United Shipbuilding Corporation “Sredne - Nevsky Shipyard”,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"unitedshipbuildingcorporationjsc""35thshipyard",United Shipbuilding Corporation JSC “35th Shipyard”,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"unitedshipbuildingcorporationjsc""astrakhanshipyard",United Shipbuilding Corporation JSC “Astrakhan Shipyard”,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"unitedshipbuildingcorporationjsc""aysbergcentraldesignbuilding",United Shipbuilding Corporation JSC “Aysberg Central Design Building”,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"unitedshipbuildingcorporationjsc""balticshipbuildingfactory",United Shipbuilding Corporation JSC “Baltic Shipbuilding Factory”,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"unitedshipbuildingcorporationjsc""krasnoyesormovoplantojsc",United Shipbuilding Corporation JSC “Krasnoye Sormovo Plant OJSC”,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,universityofchemicalindustry,University of Chemical Industry,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,universityofelectronicscienceandtechnologyofchina(uestc),University of Electronic Science and Technology of China (UESTC),経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"uraldesignbureau""detal""tacticalmissilecorporation","Tactical Missile Corporation, Ural Design Bureau “Detal”",経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,uralopticalandmechanicalplant,Ural Optical And Mechanical Plant,OFAC;経産省,有効,制裁リスト（経産省／OFAC：SDN）
HOLD_LEGACY_NOT_IN_CURRENT,"uralskoeproektno-konstruktorskoebyurodetal,pao","Uralskoe Proektno-Konstruktorskoe Byuro Detal, Pao",経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,uvdofthegomelregionexecutivecommittee,UVD of the Gomel Region Executive Committee,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,uvzヴィチャズ,UVZヴィチャズ,legacy;経産省,有効,制裁リスト（経産省／令和5年12月15日外為法）
HOLD_LEGACY_NOT_IN_CURRENT,v.a.trapeznikovinstituteofcontrolsciencesofrussianacademyofsciences,V.A. Trapeznikov Institute of Control Sciences of Russian Academy of Sciences,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,v.p.チカロフ名称ロシア連邦国防省glits,V.P.チカロ フ名称ロシア連邦国防省 GLITs,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,v.p.チカロフ名称国立飛行実験センタ-,V.P.チカロフ名称国立飛行実験センター,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,v.v.tarasovaviaavtomaticoncernradio-electronictechnologies,"Concern Radio-Electronic Technologies, V.V. Tarasov Avia Avtomati",経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,v.v.ティホミロフ名称公開株式会社機器製造科学研究所,V.V.ティホミロフ名称公開株式会社機器製造科学研究所,外務省;経産省,有効,制裁リスト（経産省／外務省：ロシア連邦の特定団体への輸出等に係る禁止措置(外務省告示第61号)）
HOLD_LEGACY_NOT_IN_CURRENT,v.v.バヒレフ名称国立機械工学研究所,V.V. バヒレフ名称国立機械工学研究所,経産省;財務省,有効,制裁リスト（財務省：ロシア連邦(団体(特定銀行を除く))／経産省）
HOLD_LEGACY_NOT_IN_CURRENT,vagnergroup,Vagner Group,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,vasilyshupranov,Vasily Shupranov,経産省;財務省,有効,制裁リスト（財務省：ロシア連邦(個人)／経産省）
HOLD_LEGACY_NOT_IN_CURRENT,vaso,VASO,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,vegapilotplant,Vega Pilot Plant,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,vegaradioengineeringcorporation,Vega Radio Engineering Corporation,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"verkhneufaleiplant""uralelement",Verkhneufalei Plant “Uralelement”,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,vertikalllc,Vertikal LLC,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,vkbr,VKBR,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,vladimirartyakov,Vladimir Artyakov,経産省;財務省,有効,制裁リスト（財務省：ロシア連邦(個人)／経産省）
HOLD_LEGACY_NOT_IN_CURRENT,vladimirdesignbureauforradiocommunicationsojsc,Vladimir Design Bureau for Radio Communications OJSC,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,vladislavvladimirovichfedorenko,Vladislav Vladimirovich Fedorenko,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,vmklimitedliabilitycompany,VMK Limited Liability Company,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,vmkllc,VMK LLC,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,vmkooosamara,VMK OOO Samara,OFAC;経産省,有効,制裁リスト（経産省／OFAC：SDN）
HOLD_LEGACY_NOT_IN_CURRENT,vmk有限会社,VMK有限会社,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,vmk有限会社サマラ,VMK有限会社サマラ,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,vniietalonjsc,VNII Etalon JSC,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,vniiftri,VNIIFTRI,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,vniigradient,VNII Gradient,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,vniiグラディエント,VNIIグラディエント,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,voentelecomjsc,Voentelecom JSC,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,volatavtojsc,Volatavto JSC,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,vtkltd,VTK Ltd,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,vzrto,VZ RTO,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,west-ost,West-Ost,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,winkey,Win Key,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,winkeyltd,Win Key Ltd,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,winkeyltd.,Win Key Ltd.,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,yaroslavlshipbuildingfactory,Yaroslavl Shipbuilding Factory,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,yazdmetallurgicalind'sco.,Yazd Metallurgical Ind's Co.,OFAC;経産省,有効,制裁リスト（経産省／OFAC：SDN）
HOLD_LEGACY_NOT_IN_CURRENT,yazdmetallurgicalindustries,YAZD METALLURGICAL INDUSTRIES,OFAC;経産省,有効,制裁リスト（経産省／OFAC：SDN）
HOLD_LEGACY_NOT_IN_CURRENT,yilufaelectronicslimited,YILUFA ELECTRONICS LIMITED,OFAC;経産省,有効,制裁リスト（経産省／OFAC：SDN）
HOLD_LEGACY_NOT_IN_CURRENT,yilufaelectronicsltd,Yilufa Electronics Ltd,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,yourfuelcompany,Your Fuel Company,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,yu.e.セダコフ名称niiis,Yu.E.セダコフ名称NIIIS,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,zaoelbrus-mcst,ZAO Elbrus-MCST,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,zaoelekrotjaga,ZAO Elekrotjaga,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,zaoelmiks-vs,ZAO Elmiks-VS,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,zaoinzhenernyytsentrgeomir,ZAO Inzhenernyy Tsentr Geomir,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,zaopromelektronika,ZAO Promelektronika,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,zaorybinskayaverf-inzhenering,ZAO Rybinskaya verf - inzhenering,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,zaosparta,ZAO Sparta,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,zaosvyazinzhiniring,ZAO Svyaz Inzhiniring,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,"zavodkrasnoesormovo,pao","Zavod Krasnoe Sormovo, PAO",経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,zhenaoco.ltd,Zhenao Co. Ltd,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,zhenaoco.ltd.,Zhenao Co. Ltd.,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,zhrz,ZhRZ,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,zhukovskynationalresearchinstitute,Zhukovsky National Research Institute,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,zixislimited,Zixis Limited,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,zixisltd,Zixis Ltd,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,zntc,ZNTC,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,zvezda-arrowcorporation,Zvezda-Arrow Corporation,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,zvezda-strelalimitedliabilitycompanytacticalmissilecorporation,"Tactical Missile Corporation, Zvezda-Strela Limited Liability Company",経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,zvezda-strelatradinghousellc,Zvezda-Strela Trading House LLC,OFAC;経産省,有効,制裁リスト（経産省／OFAC：SDN）
HOLD_LEGACY_NOT_IN_CURRENT,zvezdochkacs,Zvezdochka CS,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,zvezdochkashiprepaircenterjsc,Zvezdochka Ship Repair Center JSC,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,アイジェット・アビエ-ション・サ-ビス,アイジェット・アビエーション・サービス,legacy;経産省,有効,制裁リスト（経産省／令和5年12月20日外為法）
HOLD_LEGACY_NOT_IN_CURRENT,アイジェット・フライト・サポ-ト・サ-ビス,アイジェット・フライト・サポート・サービス,legacy;経産省,有効,制裁リスト（経産省／令和5年12月20日外為法）
HOLD_LEGACY_NOT_IN_CURRENT,アイスバ-グ中央設計局,アイスバーグ中央設計局,経産省;財務省,有効,制裁リスト（財務省：ロシア連邦(団体(特定銀行を除く))／経産省）
HOLD_LEGACY_NOT_IN_CURRENT,アイマックスチップ・テクノロジ-有限会社,アイマックスチップ･テクノロジー 有限会社,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,アエロコンポジット,アエロコンポジット,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,アガトシステム,アガトシステム,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,アガト管制システム,アガト管 制システム,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,アグ・インフォメ-ション・テクノロジ-有限会社,アグ･インフォメーション･テクノロジー有限会社,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,アジア・パシフィック・リンクス有限会社,アジア・パシフィック・リンクス有限会社,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,アフタマティカ,アフタマティカ,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,アラギルスキ-抵抗器工場,アラギルスキー抵抗器工場,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,アラギル抵抗器工場,アラギル抵抗器工場,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,アラブガ・ファイバ-有限会社,アラブガ・ファイバー有限会社,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,アリザイ・グダ・ティジャ-レット有限会社,アリザイ・グダ・ティジャーレット有限会社,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,アルザ-ル,アルザール,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,アルザマス学術・製造企業テンプ・アヴィア,アルザマス学術・製造企業テンプ・アヴィア,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,アルファ・トレ-ディング・インベストメンツ有限会社,アルファ・トレーディング・インベストメンツ有限会社,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,アルファ部隊,アルファ部隊,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,アルマズ,アルマズ,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,アルマズ・アンティgptpグラニット,アルマズ・アンティGPTPグラニット,経産省;財務省,有効,制裁リスト（財務省：ロシア連邦(団体(特定銀行を除く))／経産省）
HOLD_LEGACY_NOT_IN_CURRENT,アルマズ・アンティ株式会社,アルマズ・アンティ株式会社,外務省;経産省,有効,制裁リスト（経産省／外務省：ロシア連邦の特定団体への輸出等に係る禁止措置(外務省告示第61号)）
HOLD_LEGACY_NOT_IN_CURRENT,アルマズ中央海洋設計局,アルマズ中央 海洋設計局,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,アルマズ株式会社,アルマズ株式会社,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,アレクサンドロフ名称科学技術研究所,アレクサンドロフ名称科学技術研究所,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,アヴァント・スペ-ス・システム,アヴァント・スペース・シ ステム,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,アヴァント・スペ-ス推進システム,アヴァント・スペース推進システム,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,アヴァント・スペイス,アヴァント・スペイス,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,アヴィアスタルsp,アヴィアスタルSP,経産省;財務省,有効,制裁リスト（財務省：ロシア連邦(団体(特定銀行を除く))／経産省）
HOLD_LEGACY_NOT_IN_CURRENT,アヴィアレモント,アヴィアレモント,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,イ-ル-ファ・エレクトロニクス有限会社,イールーファ・エレクトロニクス有限会社,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,イジュマシュr&dセンタ-,イジュマシュR&Dセンター,外務省;経産省,有効,制裁リスト（経産省／外務省：ロシア連邦の特定団体への輸出等に係る禁止措置(外務省告示第61号)）
HOLD_LEGACY_NOT_IN_CURRENT,イネルソ有限会社,イネルソ有限会社,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,イリュ-シン名称航空コンプレックス支部、ミャスィシェヴァ試験機械製造工場,イリューシン名称航空コンプレックス支部、ミャスィシェヴァ試験機械製造工場,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,イルク-ト,イルクート,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,インジェネルニ-・センタ-・ゲオミ-ル,インジェ ネルニー・センター・ゲオミール,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,インジェネルニ-・センタ-・ゲオミ-ル株式会社,インジェネルニー・センター・ゲオミール株式会社,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,インタ-ナショナル・セトルメント・バンク有限会社,インターナショナル・セトルメント・バンク有限会社,経産省;財務省,有効,制裁リスト（財務省／経産省）
HOLD_LEGACY_NOT_IN_CURRENT,インテグラルspb,インテグラルSPB,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,インテルテック,インテルテック,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,インテルテフ,インテルテフ,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,インフォ-ムテスト社,インフォームテスト社,legacy;経産省,有効,制裁リスト（経産省／令和5年12月15日外為法）
HOLD_LEGACY_NOT_IN_CURRENT,インプロテックス,インプロテックス,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,インプロテックス・ドゥシュ・ティジャ-レット有限会社,インプロテックス・ドゥシュ・ティジャー レット有限会社,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,インプロテックス・フォ-リン・トレ-ド有限会社,インプロテックス・フォーリン・トレード有限会社,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,インプロテックス及びインプロテックス・ドゥシュ・ティジャ-レット有限会社,インプロテックス及びインプロテックス・ドゥシュ・ティジャーレット有限会社,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,インプロテックス有限会社,インプロテックス有限会社,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,ウィン・キ-,ウィン･キー,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,ウィン・キ-有限会社,ウィン･キー有限会社,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,ウェスト・オスト,ウェスト・オスト,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,ウラジスラフ・ウラジ-ミロヴィチ・フェドレンコ,ウラジスラフ・ウラジーミロヴィチ・フェドレンコ,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,ウラルワゴンザヴォド社,ウラルワゴンザヴォド社,外務省;経産省,有効,制裁リスト（経産省／外務省：ロシア連邦の特定団体への輸出等に係る禁止措置(外務省告示第61号)）
HOLD_LEGACY_NOT_IN_CURRENT,ウラル光学機械工場,ウラル光学機械工場,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,ウラル複合材料科学研究所,ウラル複合材料科学研究所,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,ウラン・ウデ航空工場,ウラン・ウデ航空工場,legacy;経産省,有効,制裁リスト（経産省／令和5年12月15日外為法）
HOLD_LEGACY_NOT_IN_CURRENT,ウリヤノフスク・カ-トリッジ工場,ウリヤノフスク・カートリッジ工場,legacy;経産省,有効,制裁リスト（経産省／令和5年12月15日外為法）
HOLD_LEGACY_NOT_IN_CURRENT,ウルトランec有限会社,ウルトラン EC有限会社,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,ウルトランek有限会社,ウルトラン EK有限会社,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,ウルトラン・エレクトロニック・コンポネンツ有限会社,ウルトラン・エレクトロニック・コンポネンツ有限会社,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,エムア-ルビ-・バンク,エムアールビー・バンク,経産省;財務省,有効,制裁リスト（財務省／経産省）
HOLD_LEGACY_NOT_IN_CURRENT,エムヴィジョン有限会社,エムヴィジョン有限会社,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,エム・スタ-・インタ-ナショナル・トレ-ディング有限会社,エム･スター･インターナショナル･トレーディング 有限会社,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,エルショフ,エルショフ,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,エルプロム,エルプロム,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,エルヴァジャン,エルヴァジャン,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,エルヴァジャン・マキナ,エルヴァジャン･マキ ナ,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,エルヴァジャン・マキナ・エキプマンラル・ヴェ・サナ-イ・テダ-リッキ有限会社,エルヴァジャン ･マキナ･エキプマンラ ル･ヴェ･サ ナーイ･テダーリッキ 有限会社,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,エルヴァジャン・マキナ及びエルヴァジャン・マキナ有限会社,エルヴァジャン･マキナ及びエルヴァジャン･マキナ有限会社,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,エルヴァジャン・マキナ有限会社,エルヴァジャン･マキナ有限会社,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,エルヴァジャン・マシ-ナリ-・エクイプメント・アンド・インダストリ-・サプライ有限会社,エルヴァジャン･マシーナリー･エクイプメント･アンド･インダストリー･サプライ有限会社,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,エレクトリック・トラクション,エレクトリック・トラクション,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,エレクトロシグナル株式会社,エレクトロシグナル株式会社,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,エレクトロプリボ-ルsbp,エレクトロプリボールSBP,legacy;経産省,有効,制裁リスト（経産省／令和5年12月15日外為法）
HOLD_LEGACY_NOT_IN_CURRENT,エレム・グル-プ,エレム・グループ,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,エレム・グル-プ有限会社,エレム・グループ有限会社,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,エンジニアリングセンタ-「モスエレクトロンプロエクト,エンジニアリングセンター「モスエレクトロンプロエクト」,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,エンマクシン・テクノロジ-有限会社,エンマクシン･テクノロジー有限会社,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,エヴゲ-ニ-・クラユシン,エヴゲーニー・クラユシン,経産省,有効,制裁リスト（経産省）
HOLD_LEGACY_NOT_IN_CURRENT,オ-エムピ-有限会社,オーエムピー有限会社,経産省,有効,制裁リスト（経産省）
